# ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,ch65,ch66,ch67,ch68,ch69,ch70,ch71,ch72,ch73,ch74,ch75,ch76,ch77,ch78,ch79,ch80,ch81
1.000000,0.033381,0.047345,0.154281,0.081066,0.236792,0.083640,0.078160,0.083694,0.119056,0.014539,0.000000,0.039921,0.249970,0.053418,0.158271,0.028580,0.054135,0.059528,0.037872,0.159170,0.000000,0.127122,0.070305,0.244761,0.015523,0.079865,0.064937,0.062722,0.069810,0.061517,0.284037,0.000000,0.165707,0.065451,0.014413,0.269333,0.087279,0.165493,0.172212,0.145710,0.093080,0.020743,0.055316,0.043238,0.126745,0.165948,0.056215,0.000000,0.067913,0.155230,0.100825,0.131193,0.093607,0.123364,0.062092,0.000000,0.047072,0.107633,0.074685,0.045113,0.131717,0.103808,0.071224,0.083640,0.029601,0.062510,0.039080,0.000000,0.013721,0.016363,0.016363,0.066869,0.089159,0.000000,0.026820,0.114437,0.063799,0.093138,0.060628,0.074685
0.033381,1.000000,0.057389,0.047495,0.056151,0.044731,0.028967,0.180459,0.127537,0.214408,0.130913,0.027865,0.011061,0.112919,0.030834,0.077384,0.059388,0.000000,0.024739,0.020986,0.073500,0.183749,0.088051,0.000000,0.113023,0.021504,0.165957,0.064256,0.130335,0.032236,0.012174,0.145416,0.000000,0.180364,0.034001,0.149746,0.054869,0.060454,0.174673,0.029821,0.041558,0.193416,0.100576,0.019157,0.019966,0.120712,0.354412,0.077876,0.030411,0.033600,0.069120,0.085356,0.009087,0.105361,0.042724,0.118273,0.049628,0.179325,0.074552,0.010346,0.056246,0.091234,0.173765,0.055501,0.057934,0.143524,0.043298,0.036092,0.000000,0.199575,0.113337,0.056668,0.092634,0.061756,0.009579,0.027865,0.039633,0.194439,0.107521,0.020997,0.062077
0.047345,0.057389,1.000000,0.000000,0.106186,0.042295,0.041084,0.127974,0.230221,0.116961,0.014283,0.039522,0.007844,0.010677,0.043732,0.018293,0.042116,0.070910,0.046784,0.089294,0.000000,0.093821,0.009607,0.000000,0.048091,0.030500,0.052307,0.027341,0.015405,0.011430,0.060435,0.060661,0.019687,0.046512,0.016075,0.014159,0.077822,0.042871,0.077419,0.000000,0.084203,0.045721,0.040757,0.135857,0.014159,0.015564,0.176613,0.027613,0.150966,0.047656,0.043571,0.121062,0.064442,0.068970,0.060597,0.076249,0.120665,0.069365,0.031722,0.058697,0.017728,0.064700,0.186965,0.201167,0.082169,0.101781,0.010235,0.063987,0.012888,0.026958,0.032150,0.112523,0.054744,0.021898,0.081514,0.013174,0.146150,0.050141,0.091499,0.079414,0.117393
0.154281,0.047495,0.000000,1.000000,0.057671,0.000000,0.039668,0.092672,0.047633,0.118576,0.000000,0.000000,0.056800,0.108245,0.177343,0.158958,0.081328,0.051350,0.067758,0.053885,0.241566,0.030196,0.153044,0.125039,0.139300,0.000000,0.037878,0.013199,0.089242,0.132435,0.062520,0.158138,0.028513,0.218928,0.093124,0.020507,0.202876,0.053220,0.145764,0.183769,0.195122,0.182098,0.029514,0.059028,0.082026,0.090167,0.078704,0.039992,0.000000,0.041412,0.220863,0.063758,0.149331,0.099889,0.160897,0.397553,0.043690,0.050231,0.107199,0.106263,0.025675,0.203026,0.184623,0.063337,0.138839,0.000000,0.133410,0.111206,0.000000,0.136652,0.116405,0.069843,0.031714,0.031714,0.000000,0.038159,0.065129,0.036310,0.066259,0.086262,0.170020
0.081066,0.056151,0.106186,0.057671,1.000000,0.144841,0.156326,0.014608,0.093856,0.080107,0.032608,0.000000,0.017907,0.060939,0.019968,0.093964,0.048075,0.000000,0.026702,0.025482,0.071398,0.023799,0.131590,0.000000,0.164688,0.052223,0.009951,0.041613,0.087922,0.065238,0.009855,0.124640,0.022473,0.106186,0.000000,0.016163,0.053300,0.006991,0.106049,0.072421,0.028835,0.052191,0.000000,0.093048,0.048488,0.053300,0.062032,0.063041,0.036927,0.010880,0.037302,0.050252,0.029424,0.026243,0.069171,0.069631,0.091827,0.026394,0.024140,0.000000,0.030354,0.073855,0.087309,0.099840,0.062531,0.000000,0.046733,0.058433,0.029424,0.015386,0.036699,0.073398,0.124980,0.037494,0.046524,0.015038,0.153998,0.028618,0.052223,0.067989,0.033501
0.236792,0.044731,0.042295,0.000000,0.144841,1.000000,0.174347,0.023275,0.089722,0.127631,0.000000,0.000000,0.014265,0.116510,0.031814,0.083172,0.025532,0.000000,0.000000,0.027067,0.075837,0.018959,0.087357,0.000000,0.145772,0.055470,0.047565,0.049725,0.000000,0.000000,0.000000,0.132389,0.071611,0.042295,0.000000,0.103005,0.056614,0.033416,0.168964,0.038462,0.045942,0.041577,0.037062,0.074125,0.051503,0.000000,0.148250,0.050220,0.039223,0.052003,0.059432,0.000000,0.023440,0.020906,0.055104,0.055470,0.018288,0.021026,0.038462,0.000000,0.048362,0.039223,0.046368,0.047721,0.000000,0.052889,0.055844,0.093099,0.046881,0.024515,0.029235,0.029235,0.059738,0.000000,0.024708,0.023959,0.102233,0.022798,0.027735,0.000000,0.026688
0.083640,0.028967,0.041084,0.039668,0.156326,0.174347,1.000000,0.030144,0.077469,0.082651,0.033643,0.062062,0.101617,0.050300,0.010301,0.043088,0.016534,0.020879,0.027550,0.043819,0.024555,0.196441,0.169711,0.000000,0.188797,0.053882,0.041069,0.085868,0.036286,0.000000,0.061009,0.057155,0.115935,0.054779,0.000000,0.000000,0.036662,0.057705,0.127653,0.049814,0.059502,0.040386,0.000000,0.064002,0.100056,0.036662,0.112004,0.065043,0.050800,0.101028,0.038487,0.012962,0.000000,0.067691,0.118947,0.035921,0.035528,0.081695,0.074720,0.017283,0.031318,0.114300,0.080072,0.113312,0.000000,0.205496,0.096435,0.180866,0.015179,0.095250,0.151456,0.094660,0.193424,0.000000,0.016001,0.062062,0.145647,0.132871,0.089803,0.023383,0.069130
0.078160,0.180459,0.127974,0.092672,0.014608,0.023275,0.030144,1.000000,0.054295,0.128725,0.031439,0.043497,0.025898,0.070505,0.144391,0.080529,0.046352,0.039021,0.012872,0.098275,0.080311,0.057365,0.084582,0.095019,0.070570,0.083918,0.057567,0.160482,0.067816,0.050319,0.133026,0.106819,0.043335,0.127974,0.053074,0.031166,0.068519,0.114588,0.127809,0.093099,0.129741,0.150958,0.022428,0.029904,0.015583,0.085649,0.224281,0.045586,0.106810,0.146857,0.107895,0.060563,0.113478,0.088558,0.122268,0.067135,0.011067,0.101789,0.069824,0.096900,0.058532,0.178017,0.140297,0.086635,0.180866,0.160026,0.090115,0.070423,0.014185,0.059339,0.035383,0.017691,0.084350,0.024100,0.000000,0.057995,0.123731,0.110368,0.100702,0.032776,0.064600
0.083694,0.127537,0.230221,0.047633,0.093856,0.089722,0.077469,0.054295,1.000000,0.066163,0.020199,0.074523,0.011093,0.060398,0.049477,0.077609,0.039707,0.025071,0.016541,0.031570,0.014743,0.058970,0.054343,0.024419,0.090681,0.021567,0.024658,0.051554,0.021786,0.000000,0.024419,0.085787,0.027842,0.082222,0.022733,0.020024,0.022011,0.025984,0.065693,0.059815,0.071449,0.064659,0.000000,0.134491,0.060072,0.044023,0.076852,0.097627,0.030500,0.026958,0.046214,0.108950,0.054681,0.065026,0.057131,0.107833,0.000000,0.130797,0.074769,0.000000,0.025071,0.060999,0.060093,0.012369,0.019367,0.041126,0.057898,0.072393,0.000000,0.038125,0.000000,0.000000,0.092903,0.015484,0.038426,0.018631,0.111294,0.106366,0.064700,0.014039,0.083010
0.119056,0.214408,0.116961,0.118576,0.080107,0.127631,0.082651,0.128725,0.066163,1.000000,0.028733,0.000000,0.000000,0.182574,0.087977,0.165598,0.084726,0.035663,0.047059,0.089818,0.115343,0.062914,0.115954,0.069473,0.137057,0.015339,0.096458,0.091670,0.061980,0.080481,0.017368,0.158643,0.059409,0.140353,0.064676,0.071211,0.109589,0.086246,0.194684,0.127631,0.118576,0.183957,0.081992,0.054661,0.028484,0.093934,0.368964,0.111100,0.032540,0.076696,0.284873,0.066421,0.142605,0.092499,0.264126,0.153393,0.161831,0.116287,0.085087,0.088561,0.098074,0.119312,0.188062,0.061584,0.151526,0.029251,0.082361,0.090107,0.012964,0.040674,0.064676,0.080845,0.143169,0.077091,0.040996,0.013251,0.147008,0.113479,0.076696,0.069895,0.088561
